id_record,id_service,record_timestamp
29585519,3222,2023-09-04 14:00:00.000000
29586327,2478,2023-09-04 14:00:00.000000
29587205,2256,2023-09-04 15:00:00.000000
29586660,3222,2023-09-04 15:00:00.000000
29587094,2478,2023-09-04 15:00:00.000000
29588616,2256,2023-09-04 16:00:00.000000
29588348,2478,2023-09-04 16:00:00.000000
29587973,3222,2023-09-04 16:00:00.000000
29589406,2256,2023-09-04 17:00:00.000000
29589647,2478,2023-09-04 17:00:00.000000
29589244,3222,2023-09-04 17:00:00.000000
29590503,3222,2023-09-04 18:00:00.000000
29590748,2478,2023-09-04 18:00:00.000000
29591698,3222,2023-09-04 19:00:00.000000
29592632,2256,2023-09-04 18:00:00.000000
29592633,2256,2023-09-04 19:00:00.000000
29591884,2478,2023-09-04 19:00:00.000000
29592909,3222,2023-09-04 20:00:00.000000
29593920,2256,2023-09-04 20:00:00.000000
29593159,2478,2023-09-04 20:00:00.000000
29594112,3222,2023-09-04 21:00:00.000000
29594360,2256,2023-09-04 21:00:00.000000
29594505,2478,2023-09-04 21:00:00.000000
29681227,3222,2023-09-04 22:00:00.000000
29682257,2256,2023-09-04 22:00:00.000000
29681460,2478,2023-09-04 22:00:00.000000
29682573,3222,2023-09-04 23:00:00.000000
29682761,2478,2023-09-04 23:00:00.000000
29683508,2256,2023-09-04 23:00:00.000000
29684163,3222,2023-09-05 00:00:00.000000
29688335,2478,2023-09-05 00:00:00.000000
29694549,2256,2023-09-05 00:00:00.000000
29694553,2256,2023-09-05 01:00:00.000000
29691605,3222,2023-09-05 01:00:00.000000
29693213,2478,2023-09-05 01:00:00.000000
29695075,3222,2023-09-05 02:00:00.000000
29695334,2478,2023-09-05 02:00:00.000000
29696738,2256,2023-09-05 02:00:00.000000
29696997,3222,2023-09-05 03:00:00.000000
29697416,2478,2023-09-05 03:00:00.000000
29697205,2256,2023-09-05 03:00:00.000000
29698267,3222,2023-09-05 04:00:00.000000
29698484,2478,2023-09-05 04:00:00.000000
29699368,2256,2023-09-05 04:00:00.000000
29699668,3222,2023-09-05 05:00:00.000000
29700716,2256,2023-09-05 05:00:00.000000
29699874,2478,2023-09-05 05:00:00.000000
29701184,2478,2023-09-05 06:00:00.000000
29700965,3222,2023-09-05 06:00:00.000000
29701907,2256,2023-09-05 06:00:00.000000
29702152,3222,2023-09-05 07:00:00.000000
29702374,2478,2023-09-05 07:00:00.000000
29703125,2256,2023-09-05 07:00:00.000000
29703441,3222,2023-09-05 08:00:00.000000
29704375,3222,2023-09-05 09:00:00.000000
29705021,2478,2023-09-05 09:00:00.000000
29705850,2256,2023-09-05 08:00:00.000000
29705853,2256,2023-09-05 09:00:00.000000
29706091,3222,2023-09-05 10:00:00.000000
29706330,2256,2023-09-05 10:00:00.000000
29707984,2478,2023-09-05 11:00:00.000000
29707400,3222,2023-09-05 11:00:00.000000
29707645,2256,2023-09-05 11:00:00.000000
29708807,3222,2023-09-05 12:00:00.000000
29706654,2478,2023-09-05 10:00:00.000000
29709074,2256,2023-09-05 12:00:00.000000
29709300,2478,2023-09-05 12:00:00.000000
29710106,3222,2023-09-05 13:00:00.000000
29710724,2478,2023-09-05 13:00:00.000000
29710620,2256,2023-09-05 13:00:00.000000
29711277,2256,2023-09-05 14:00:00.000000
29711578,3222,2023-09-05 14:00:00.000000
29711953,2478,2023-09-05 14:00:00.000000
29712650,3222,2023-09-05 15:00:00.000000
29713133,2478,2023-09-05 15:00:00.000000
29714023,2256,2023-09-05 15:00:00.000000
29714026,2256,2023-09-05 16:00:00.000000
29713835,3222,2023-09-05 16:00:00.000000
29714286,2478,2023-09-05 16:00:00.000000
29715146,3222,2023-09-05 17:00:00.000000
29715395,2478,2023-09-05 17:00:00.000000
29716128,2256,2023-09-05 17:00:00.000000
29716554,2256,2023-09-05 18:00:00.000000
29716855,2478,2023-09-05 18:00:00.000000
29717037,3222,2023-09-05 18:00:00.000000
29717735,2256,2023-09-05 19:00:00.000000
29717647,3222,2023-09-05 19:00:00.000000
29718022,2478,2023-09-05 19:00:00.000000
29718906,3222,2023-09-05 20:00:00.000000
29719351,2478,2023-09-05 20:00:00.000000
29720064,3222,2023-09-05 21:00:00.000000
29720998,2256,2023-09-05 21:00:00.000000
29721565,2478,2023-09-05 22:00:00.000000
29719150,2256,2023-09-05 20:00:00.000000
29721384,3222,2023-09-05 22:00:00.000000
29720249,2478,2023-09-05 21:00:00.000000
29722112,3222,2023-09-05 23:00:00.000000
29722567,2478,2023-09-05 23:00:00.000000
29722932,2256,2023-09-05 22:00:00.000000
29722939,2256,2023-09-05 23:00:00.000000
29724008,3222,2023-09-06 00:00:00.000000
29728702,2256,2023-09-06 00:00:00.000000
29728704,2256,2023-09-06 01:00:00.000000
29726974,3222,2023-09-06 01:00:00.000000
29703681,2478,2023-09-05 08:00:00.000000
29728038,2478,2023-09-06 00:00:00.000000
29728043,2478,2023-09-06 01:00:00.000000
29729182,2256,2023-09-06 02:00:00.000000
29729306,3222,2023-09-06 02:00:00.000000
29729657,2478,2023-09-06 02:00:00.000000
29734808,3222,2023-09-06 03:00:00.000000
29735687,2478,2023-09-06 03:00:00.000000
29737525,2256,2023-09-06 03:00:00.000000
29738111,2478,2023-09-06 04:00:00.000000
29737696,3222,2023-09-06 04:00:00.000000
29739813,3222,2023-09-06 05:00:00.000000
29740944,2256,2023-09-06 04:00:00.000000
29740949,2256,2023-09-06 05:00:00.000000
29740129,2478,2023-09-06 05:00:00.000000
29741299,3222,2023-09-06 06:00:00.000000
29741549,2478,2023-09-06 06:00:00.000000
29742322,2256,2023-09-06 06:00:00.000000
29742326,2256,2023-09-06 07:00:00.000000
29742444,3222,2023-09-06 07:00:00.000000
29742814,2478,2023-09-06 07:00:00.000000
29743824,3222,2023-09-06 08:00:00.000000
29744230,2478,2023-09-06 08:00:00.000000
29744015,2256,2023-09-06 08:00:00.000000
29745429,2256,2023-09-06 09:00:00.000000
29745601,2478,2023-09-06 09:00:00.000000
29745126,3222,2023-09-06 09:00:00.000000
29746369,3222,2023-09-06 10:00:00.000000
29746540,2256,2023-09-06 10:00:00.000000
29746879,2478,2023-09-06 10:00:00.000000
29747608,3222,2023-09-06 11:00:00.000000
29747770,2256,2023-09-06 11:00:00.000000
29748870,3222,2023-09-06 12:00:00.000000
29750280,3222,2023-09-06 13:00:00.000000
29750286,3222,2023-09-06 14:00:00.000000
29750292,3222,2023-09-06 15:00:00.000000
29750298,3222,2023-09-06 16:00:00.000000
29750305,3222,2023-09-06 17:00:00.000000
29750311,3222,2023-09-06 18:00:00.000000
29749459,2478,2023-09-06 12:00:00.000000
29751369,2478,2023-09-06 14:00:00.000000
29751386,2478,2023-09-06 15:00:00.000000
29751397,2478,2023-09-06 16:00:00.000000
29751405,2478,2023-09-06 17:00:00.000000
29751410,2478,2023-09-06 18:00:00.000000
29752923,2478,2023-09-06 19:00:00.000000
29752143,3222,2023-09-06 19:00:00.000000
29755143,3222,2023-09-06 20:00:00.000000
29755592,2478,2023-09-06 20:00:00.000000
29758001,3222,2023-09-06 21:00:00.000000
29758602,2478,2023-09-06 21:00:00.000000
29760489,2256,2023-09-06 12:00:00.000000
29760557,3222,2023-09-06 22:00:00.000000
29761367,2478,2023-09-06 22:00:00.000000
29760534,2256,2023-09-06 13:00:00.000000
29760575,2256,2023-09-06 15:00:00.000000
29760589,2256,2023-09-06 16:00:00.000000
29760607,2256,2023-09-06 17:00:00.000000
29760617,2256,2023-09-06 18:00:00.000000
29760624,2256,2023-09-06 19:00:00.000000
29760634,2256,2023-09-06 20:00:00.000000
29760637,2256,2023-09-06 21:00:00.000000
29760685,2256,2023-09-06 22:00:00.000000
29762578,3222,2023-09-06 23:00:00.000000
29762825,2478,2023-09-06 23:00:00.000000
29760573,2256,2023-09-06 14:00:00.000000
29764529,2256,2023-09-06 23:00:00.000000
29764530,2256,2023-09-07 00:00:00.000000
29764685,3222,2023-09-07 00:00:00.000000
29775226,2256,2023-09-07 01:00:00.000000
29748140,2478,2023-09-06 11:00:00.000000
29751356,2478,2023-09-06 13:00:00.000000
29768722,2478,2023-09-07 00:00:00.000000
29771606,3222,2023-09-07 01:00:00.000000
29773587,2478,2023-09-07 01:00:00.000000
29775383,2256,2023-09-07 02:00:00.000000
29775542,3222,2023-09-07 02:00:00.000000
29775927,2478,2023-09-07 02:00:00.000000
29777602,2478,2023-09-07 03:00:00.000000
29778898,2478,2023-09-07 04:00:00.000000
29779869,2256,2023-09-07 03:00:00.000000
29779872,2256,2023-09-07 04:00:00.000000
29780146,2256,2023-09-07 05:00:00.000000
29780548,2478,2023-09-07 05:00:00.000000
29781843,2478,2023-09-07 06:00:00.000000
29782831,2256,2023-09-07 06:00:00.000000
29782838,2256,2023-09-07 07:00:00.000000
29782209,3222,2023-09-07 03:00:00.000000
29782210,3222,2023-09-07 04:00:00.000000
29782211,3222,2023-09-07 05:00:00.000000
29782212,3222,2023-09-07 06:00:00.000000
29782745,3222,2023-09-07 07:00:00.000000
29783157,2478,2023-09-07 07:00:00.000000
29784110,3222,2023-09-07 08:00:00.000000
29784351,2478,2023-09-07 08:00:00.000000
29785441,3222,2023-09-07 09:00:00.000000
29785631,2256,2023-09-07 08:00:00.000000
29785654,2256,2023-09-07 09:00:00.000000
29785779,2478,2023-09-07 09:00:00.000000
29786583,3222,2023-09-07 10:00:00.000000
29786755,2256,2023-09-07 10:00:00.000000
29787073,2478,2023-09-07 10:00:00.000000
29787881,3222,2023-09-07 11:00:00.000000
29788449,2256,2023-09-07 11:00:00.000000
29788278,2478,2023-09-07 11:00:00.000000
29789250,2256,2023-09-07 12:00:00.000000
29788985,3222,2023-09-07 12:00:00.000000
29789634,2478,2023-09-07 12:00:00.000000
29790329,2256,2023-09-07 13:00:00.000000
29791041,2478,2023-09-07 13:00:00.000000
29790564,3222,2023-09-07 13:00:00.000000
29791541,3222,2023-09-07 14:00:00.000000
29792019,2478,2023-09-07 14:00:00.000000
29791810,2256,2023-09-07 14:00:00.000000
29792903,3222,2023-09-07 15:00:00.000000
29793316,2256,2023-09-07 15:00:00.000000
29793537,2478,2023-09-07 15:00:00.000000
29794771,2478,2023-09-07 16:00:00.000000
29794315,3222,2023-09-07 16:00:00.000000
29794475,2256,2023-09-07 16:00:00.000000
29812355,3222,2023-09-07 17:00:00.000000
29812753,2478,2023-09-07 17:00:00.000000
29812946,2256,2023-09-07 17:00:00.000000
29813972,2478,2023-09-07 18:00:00.000000
29813695,3222,2023-09-07 18:00:00.000000
29814321,2256,2023-09-07 18:00:00.000000
29815003,3222,2023-09-07 19:00:00.000000
29815044,2256,2023-09-07 19:00:00.000000
29815389,2478,2023-09-07 19:00:00.000000
29816405,2256,2023-09-07 20:00:00.000000
29816266,3222,2023-09-07 20:00:00.000000
29816695,2478,2023-09-07 20:00:00.000000
29818442,2256,2023-09-07 21:00:00.000000
29818452,2256,2023-09-07 22:00:00.000000
29817396,3222,2023-09-07 21:00:00.000000
29817612,2478,2023-09-07 21:00:00.000000
29818685,3222,2023-09-07 22:00:00.000000
29819019,2478,2023-09-07 22:00:00.000000
29819966,2478,2023-09-07 23:00:00.000000
29819775,3222,2023-09-07 23:00:00.000000
29820709,2256,2023-09-07 23:00:00.000000
29821490,3222,2023-09-08 00:00:00.000000
29824845,2478,2023-09-08 00:00:00.000000
29828086,3222,2023-09-08 01:00:00.000000
29830374,2478,2023-09-08 01:00:00.000000
29832268,2256,2023-09-08 00:00:00.000000
29832270,2256,2023-09-08 01:00:00.000000
29832764,3222,2023-09-08 02:00:00.000000
29833060,2478,2023-09-08 02:00:00.000000
29834076,2256,2023-09-08 02:00:00.000000
29834294,3222,2023-09-08 03:00:00.000000
29835444,2256,2023-09-08 03:00:00.000000
29834518,2478,2023-09-08 03:00:00.000000
29835634,3222,2023-09-08 04:00:00.000000
29835878,2478,2023-09-08 04:00:00.000000
29836839,2256,2023-09-08 04:00:00.000000
29837405,2256,2023-09-08 05:00:00.000000
29837353,3222,2023-09-08 05:00:00.000000
29837703,2478,2023-09-08 05:00:00.000000
29838500,3222,2023-09-08 06:00:00.000000
29838701,2478,2023-09-08 06:00:00.000000
29839530,2256,2023-09-08 07:00:00.000000
29839518,2256,2023-09-08 06:00:00.000000
29839658,3222,2023-09-08 07:00:00.000000
29839999,2478,2023-09-08 07:00:00.000000
29840948,3222,2023-09-08 08:00:00.000000
29841851,2256,2023-09-08 08:00:00.000000
29841127,2478,2023-09-08 08:00:00.000000
29842299,3222,2023-09-08 09:00:00.000000
29842723,2478,2023-09-08 09:00:00.000000
29842264,2256,2023-09-08 09:00:00.000000
29843566,3222,2023-09-08 10:00:00.000000
29844002,2478,2023-09-08 10:00:00.000000
29844698,3222,2023-09-08 11:00:00.000000
29844903,2256,2023-09-08 10:00:00.000000
29844909,2256,2023-09-08 11:00:00.000000
29845214,2478,2023-09-08 11:00:00.000000
29846141,3222,2023-09-08 12:00:00.000000
29846760,2478,2023-09-08 12:00:00.000000
29846519,2256,2023-09-08 12:00:00.000000
29847268,3222,2023-09-08 13:00:00.000000
29847582,2256,2023-09-08 13:00:00.000000
29847836,2478,2023-09-08 13:00:00.000000
29848617,3222,2023-09-08 14:00:00.000000
29849091,2478,2023-09-08 14:00:00.000000
29849145,2256,2023-09-08 14:00:00.000000
29849802,3222,2023-09-08 15:00:00.000000
29850108,2256,2023-09-08 15:00:00.000000
29850224,2478,2023-09-08 15:00:00.000000
29851038,3222,2023-09-08 16:00:00.000000
29851421,2478,2023-09-08 16:00:00.000000
29852012,2256,2023-09-08 16:00:00.000000
29852434,2478,2023-09-08 17:00:00.000000
29852245,3222,2023-09-08 17:00:00.000000
29853140,2256,2023-09-08 17:00:00.000000
29853646,2478,2023-09-08 18:00:00.000000
29854341,2256,2023-09-08 18:00:00.000000
29853925,3222,2023-09-08 18:00:00.000000
29854645,3222,2023-09-08 19:00:00.000000
29854853,2256,2023-09-08 19:00:00.000000
29855086,2478,2023-09-08 19:00:00.000000
29855982,3222,2023-09-08 20:00:00.000000
29856387,2478,2023-09-08 20:00:00.000000
29856991,2256,2023-09-08 20:00:00.000000
29857255,2256,2023-09-08 21:00:00.000000
29857325,3222,2023-09-08 21:00:00.000000
29857625,2478,2023-09-08 21:00:00.000000
29858605,2478,2023-09-08 22:00:00.000000
29858420,3222,2023-09-08 22:00:00.000000
29859524,3222,2023-09-08 23:00:00.000000
29859722,2478,2023-09-08 23:00:00.000000
29861174,3222,2023-09-09 00:00:00.000000
29865558,2478,2023-09-09 00:00:00.000000
29868660,3222,2023-09-09 01:00:00.000000
29870018,2478,2023-09-09 01:00:00.000000
29871928,2256,2023-09-08 22:00:00.000000
29871931,2256,2023-09-08 23:00:00.000000
29871944,2256,2023-09-09 00:00:00.000000
29871947,2256,2023-09-09 01:00:00.000000
29871948,2256,2023-09-09 02:00:00.000000
29872106,3222,2023-09-09 02:00:00.000000
29872500,2478,2023-09-09 02:00:00.000000
29874252,2478,2023-09-09 03:00:00.000000
29875131,2256,2023-09-09 03:00:00.000000
29873954,3222,2023-09-09 03:00:00.000000
29875332,3222,2023-09-09 04:00:00.000000
29875589,2478,2023-09-09 04:00:00.000000
29876833,3222,2023-09-09 05:00:00.000000
29877609,2478,2023-09-09 05:00:00.000000
29878267,3222,2023-09-09 06:00:00.000000
29878465,2478,2023-09-09 06:00:00.000000
29879236,2256,2023-09-09 04:00:00.000000
29879238,2256,2023-09-09 05:00:00.000000
29879239,2256,2023-09-09 06:00:00.000000
29879773,2478,2023-09-09 07:00:00.000000
29880862,2256,2023-09-09 07:00:00.000000
29880865,2256,2023-09-09 08:00:00.000000
29880631,3222,2023-09-09 07:00:00.000000
29880648,3222,2023-09-09 08:00:00.000000
29881160,2478,2023-09-09 08:00:00.000000
29882215,2256,2023-09-09 09:00:00.000000
29881987,3222,2023-09-09 09:00:00.000000
29882445,2478,2023-09-09 09:00:00.000000
29883169,3222,2023-09-09 10:00:00.000000
