id_record,value
29740129,0.59
29741299,51.61
29741549,1.16
29742322,0.64
29742326,0.53
29742444,66.753
29742814,0.77
29743824,57.06
29744230,0.02
29744015,0
29745429,0
29745601,0
29745126,39.888
29746369,40.799
29746540,0
29746879,0.01
29747608,29.162
29747770,0
29748870,31.448
29750280,14.775
29750286,21.136
29750292,35.504
29750298,53.582
29750305,70.266
29750311,51.777
29749459,0
29751369,0.04
29751386,0.02
29751397,1.5
29751405,0.09
29751410,0.97
29752923,0.82
29752143,45.854
29755143,43.249
29755592,1.62
29758001,49.703
29758602,1.5
29760489,0
29760557,52.138
29761367,0.92
29760534,0.02
29760575,0.01
29760589,0.04
29760607,0.02
29760617,0.53
29760624,1.65
29760634,1.78
29760637,0.81
29760685,0.99
29762578,60.802
29762825,0.71
29760573,0
29764529,0.65
29764530,0.58
29764685,58.35
29775226,0.53
29748140,0
29751356,0
29768722,1.71
29771606,61.206
29773587,0.82
29775383,0.52
29775542,55.872
29775927,0.58
29777602,0.55
29778898,0.58
29779869,0.52
29779872,0.51
29780146,0.51
29780548,0.53
29781843,1.03
29782831,0.82
29782838,0.8
29782209,49.772
29782210,44.29
29782211,45.492
29782212,46.322
29782745,62.335
29783157,1.05
29784110,58.32
29784351,3.03
29785441,39.364
29785631,0.16
29785654,0
29785779,1.38
29786583,40.344
29786755,0.01
29787073,0.75
29787881,41.586
29788449,0
29788278,0.01
29789250,0
29788985,34.258
29789634,0.03
29790329,0
29791041,0.09
29790564,23.585
29791541,25.03
29792019,0
29791810,0
29792903,60.06
29793316,0
29793537,0
29794771,0.02
29794315,68.743
29794475,0
29812355,61.544
29812753,1.95
29812946,0.07
29813972,1.04
29813695,61.411
29814321,0.74
29815003,48.2
29815044,1.9
29815389,2.03
29816405,2.06
29816266,50.109
29816695,1.48
29818442,0.86
29818452,0.69
29817396,54.721
29817612,1.09
29818685,46.711
29819019,0.67
29819966,0.99
29819775,57.468
29820709,0.62
29821490,58.171
29824845,1.99
29828086,60.01
29830374,0.98
29832268,0.55
29832270,0.53
29832764,55.27
29833060,0.58
29834076,0.54
29834294,54.368
29835444,0.54
29834518,0.55
29835634,54.369
29835878,0.56
29836839,0.54
29837405,0.55
29837353,46.746
29837703,0.56
29838500,41.462
29838701,1.03
29839530,0.89
29839518,0.73
29839658,71.442
29839999,0.79
29840948,60.694
29841851,0
29841127,0.02
29842299,38.202
29842723,1.06
29842264,0.03
29843566,46.66
29844002,1.51
29844698,35.038
29844903,0
29844909,0
29845214,0.04
29846141,36.477
29846760,1.15
29846519,0
29847268,34.074
29847582,0
29847836,0.82
29848617,26.383
29849091,3.39
29849145,0
29849802,34.976
29850108,0
29850224,3.31
29851038,52.259
29851421,6.73
29852012,0.13
29852434,4.42
29852245,56.228
29853140,0.39
29853646,1.54
29854341,0.81
29853925,50.81
29854645,43.953
29854853,1.92
29855086,1.7
29855982,46.336
29856387,2.28
29856991,2.07
29857255,1.24
29857325,55.442
29857625,2.1
29858605,1.52
29858420,38.786
29859524,50.489
29859722,1.13
29861174,55.147
29865558,0.84
29868660,47.404
29870018,0.94
29871928,0.67
29871931,0.6
29871944,0.55
29871947,0.53
29871948,0.55
29872106,42.055
29872500,0.62
29874252,0.63
29875131,0.53
29873954,46.263
29875332,43.371
29875589,0.56
29876833,40.146
29877609,0.6
29878267,52.198
29878465,0.54
29879236,0.55
29879238,0.62
29879239,0.56
29879773,0.12
29880862,0.54
29880865,0.12
29880631,62.084
29880648,42.878
29881160,0.06
29882215,0.01
29881987,30.656
29882445,0
29883169,38.97
29883359,0.16
29884845,0.22
29884451,38.379
29885620,41.233
29886650,37.319
29888294,47.301
29888539,0
29885936,1.83
29886887,0.02
29886890,0.02
29886891,0.18
29886892,0.04
29887098,1.35
29889237,42.051
29889638,0.05
29889641,0.39
29889702,0.22
29891062,0
29890679,40.918
29890934,0.03
29891905,39.98
29892084,0.15
29892865,0.68
29893392,0.93
29893132,41.342
29894144,0.93
29894458,35.252
29895705,1.6
29894710,1.31
29895518,39.886
29896470,1.92
29894356,2.06
29896991,1.6
29897239,1.45
29896783,43.767
29897983,46.697
29898268,1.24
29899015,0.61
29899225,54.45
29899458,1.14
29900197,0.64
29900625,48.316
29902943,1.03
29907756,46.553
29908963,1.03
29912304,0.6
29911881,45.188
29913797,56.5
29914104,0.91
29915024,49.372
29916239,0.61
29916240,0.54
29916241,0.54
29916242,0.56
29916243,0.54
29915248,0.53
29916630,39.12
29916871,0.56
29918046,29.771
29918425,0.55
29921453,0.02
29921607,25.782
29920728,0.04
29919224,24.201
29919421,0.27
29920498,32.292
29920159,0.53
29920163,0.55
29920164,0.36
29921829,0
29922596,0.01
29922848,17.945
29923126,0
29924105,0.01
29924110,0.03
29924055,1.946
29924512,0
29925609,0.89
29925520,0
29925891,0
29927014,0
29926643,0.24
29926607,0
29927823,0
29928016,0
29929062,0
29929287,0
29930027,0.01
29930033,0
29930201,0.027
29930709,0.87
29931620,0
29930504,0
29931381,1.919
29931914,0.6
29934037,1.67
29932604,5.937
29932966,0.72
29933606,0.85
29933810,9.13
29934839,2.03
29935166,1.33
29935136,7.551
29935471,2.29
29936382,9.51
29936620,2.29
29937356,0.6
29937550,8.559
29938553,0.6
29937798,1.63
29938814,8.496
29941085,0.57
29940309,8.489
29939770,0.61
29939010,0.81
29943948,0.59
29949789,0.56
29948078,8.533
29951710,0.56
29952151,0.62
29952085,8.504
29952497,0.62
29953696,7.694
29953878,0.87
29954629,0.58
29954791,8.668
29955980,0.54
29955147,0.59
29956098,9.297
29956323,0.54
29957243,0.54
29958791,0.55
29957656,17.188
29957919,1.9
29959248,0.84
29959549,34.433
29960585,0
29960069,37.38
29960430,0.39
29960436,0.05
29961646,37.08
29962013,0
29963140,0
29963141,0.01
29962901,46.698
29963499,0
29964778,0.02
29964306,45.192
29965392,0
29965394,0.01
29965627,43.444
29966063,0.79
29967274,0.02
29966902,31.471
29967418,0.22
29968044,31.639
29968568,0.26
29969820,0.01
29969152,39.655
29970585,66.093
29970974,0
29971824,74.205
29972284,0.12
29971836,0.05
29971839,0.25
29971847,0.03
29971848,0.36
29973211,0.47
29973505,51.11
29973994,1.29
29973996,1.61
29974152,47.019
29974508,1.16
29975347,52.359
29975646,1.94
29976376,1.84
29976767,51.069
29976945,1.36
29977738,1.19
29978083,53.578
29978318,1.22
29979090,0.62
29979258,54.69
29979453,1.14
29980201,0.55
29980632,56.694
29983787,0.58
29987660,56.235
29991422,0.52
29991425,0.56
29989450,0.62
29991672,47.872
29993401,0.51
29992090,0.63
29993536,38.964
29993829,0.57
29994698,0.55
29994991,48.062
29995322,0.61
29996093,0.5
29996268,44.503
29996480,0.59
29997334,0.54
29998596,0.65
29997650,39.229
29997841,0.65
29998831,64.52
29999072,0.9
29999894,0.68
30000098,66.407
30000344,2.17
30001032,41.13
30001587,0.04
30001593,0.18
30001578,0.84
30003078,0.43
30002798,0.01
30002758,61.655
30003932,0
30003775,36.995
30004170,0
30005452,0
30004970,38.667
30005282,0
30006139,21.908
30007677,0
30006443,0
30007380,24.43
30007980,0.02
30009083,0
30008673,65.591
30008793,0.02
30009972,76.532
30010250,0
30011764,1.38
30011773,0.63
30012213,0.16
30011826,73.146
30013058,2.51
30012929,67.024
30013321,0.99
30014065,53.246
30014264,1.6
30014989,3.49
30015221,49.549
30015452,1.81
30016153,3.81
30016510,48.67
30016623,1.94
30016876,1.83
30017596,53.203
30019021,0.69
30017834,0.94
30019674,0.62
30019410,61.11
30020377,56.856
30018614,0.87
30006731,0
30024070,0.78
30028982,0.59
30029658,57.097
30030084,0.56
30030086,0.55
30030455,53.047
30031791,0.54
30030758,0.57
30031996,41.509
30032256,0.57
30033051,0.54
30033271,52.164
30033537,0.57
30034377,0.53
30034662,48.147
30034873,0.55
30035778,48.614
30035679,0.53
30035693,0.78
30036847,1.4
30037356,56.225
30037536,0.87
30038438,60.666
30038447,0.47
30038456,0.11
30038831,0.05
30039775,58.554
30039705,0
30040051,0.17
30041003,0.02
30041261,0.56
30040816,45.941
30042548,1.57
30041964,50.313
30042203,0
30043434,0.01
30043228,44.105
30043725,0.26
30044514,39.381
30044853,0.08
30045680,37.739
30046143,0.06
30045810,0
30045812,0
30049388,0
30047520,58.528
30048386,0
30050178,0.01
30049796,68.283
30050071,0.01
30051802,0.05
30051392,66.037
30051629,0.03
30052621,49.561
30052719,0.66
30052989,0.34
30054225,2.02
30054366,1.03
30053844,41.038
30055025,1.68
30055129,51.75
30056364,1.19
30055722,1.05
30056195,53.821
30056496,1.25
30057871,0.61
30059759,0.62
30059025,1.03
30058841,53.898
30057638,49.075
30057974,1.41
30060242,52.389
30061844,0.58
30067163,56.24
30069148,0.5
30070762,0.52
30070763,0.55
30071167,46.299
30071405,0.55
30072754,0.55
30073260,0.5
30074045,0.52
30073019,55.417
30074627,0.58
30074426,45.403
30075455,0.56
30075650,46.377
30076164,0.53
30077222,42.231
30077535,1.24
30078476,61.138
30078821,1.33
30079739,56.809
30079967,0.7
30080704,0.56
30080707,0.63
30080708,0.69
30080714,0.42
30081026,53.653
30081273,0.03
30081893,0.01
30082731,0
30082277,48.053
30083626,0.01
30083472,33.287
30083980,0
30083641,0
30084714,33.6
30084945,0.09
30086189,0
30086191,0
30086411,0.45
30085969,19.081
30087242,25.597
30087710,0.18
30088264,0
30088448,55.784
30088915,0
30089499,0.08
30090192,0.26
30089624,58.056
30090126,0.03
30090986,0.32
30091056,69.935
30091351,0.08
30092235,60.137
30093160,0.66
30092420,0.92
30093497,45.932
30093721,2.75
30094594,2
30094595,2.1
30094807,50.241
30095097,2.1
30096234,1.61
30095801,58.968
30096307,1.71
30097199,53.027
30097405,1.15
30098160,1.05
30098391,61.107
30098620,0.87
30099377,0.68
30100369,0.53
30101797,0.53
30100309,58.32
30110195,0.53
30109796,0.56
30108153,60.938
30112562,50.356
30111173,0.51
30110985,52.264
30112056,0.52
30112749,0.51
30113565,0.54
30114124,0.52
30113885,47.634
30114996,0.53
30115455,0.55
30115271,34.339
30116244,0.54
30117562,0.76
30116700,0.54
30116509,38.345
30117767,59.357
30117998,0.41
30118842,0.77
30118846,0.12
30119320,0.13
30118912,56.332
30120239,0.01
30120326,30.154
30120570,0
30122345,0.01
30122272,0.06
30122777,36.226
30123726,0.01
30123226,36.2
30124583,0.02
30124591,0.01
30124763,38.894
30125521,0
30126064,22.231
30126479,0.07
30127419,29.921
30127911,0.43
30129090,0.51
30129438,61.24
30130042,68.701
30130294,0.05
30131198,61.458
30131823,0.06
30132180,0
30132181,0
30132182,0.01
30132183,0.01
30132184,0.02
30132753,0.58
30132499,53.148
30133537,0.68
30133728,46.591
30133915,1.38
30135097,1.25
30134905,51.981
30136087,1.78
30136092,1.77
30136095,1.98
30136726,1.26
30136290,58.543
30137692,1.2
30138487,0.8
30138216,47.145
30138661,53.615
30139605,0.61
30138841,0.98
30143402,0.84
30140343,58.216
30149551,0.79
30147871,49.113
30150798,0.6
30150795,0.57
30151079,39.725
30151374,0.84
30152917,0.54
30152814,0.53
30152972,41.529
30153252,0.82
30154497,48.303
30154752,0.79
30155579,0.54
30155761,41.73
30155980,0.78
30157551,0.87
30157282,39.8
30158519,0.51
30158520,0.56
30158746,57.914
30159908,0.41
30159920,0.27
30159029,0.39
30160151,53.939
30160876,0
30161535,0.05
30161290,39.813
30162277,0
30162594,0
30162590,49.785
30162969,0.02
30163992,0
30164323,0.02
30163736,54.212
30164989,34.916
30165436,0
30166305,30.741
30166806,0
30168063,0
30168066,0.05
30167452,22.404
30168487,0.06
30168721,52.51
30169549,0
30169935,51.842
30170316,0.01
30170206,0.02
30170211,0.04
30171556,0
30171197,53.853
30171298,0.11
30172622,0.58
30172387,49.527
30172828,0.47
30173624,37.416
30173878,1.54
30174644,1.99
30174832,38.612
30175122,1.89
30175999,43.061
30176466,2.03
30177158,2.03
30177159,1.62
30177491,40.289
30177385,0.8
30177719,1.47
30178779,0.79
30179069,0.89
30178687,44.101
30180303,43.838
30167870,0
30182421,0.87
30186701,40.328
30188012,0.82
30190458,0.84
30190459,0.56
30190717,29.584
30191132,0.65
30192760,0.53
30192933,31.152
30194197,0.55
30193231,0.58
30194429,30.281
30194736,0.62
30195519,0.54
30195802,0.54
30195752,35.477
30196091,0.57
30197162,0.58
30197893,0.54
30198503,0.43
30199218,0.52
30199738,0.03
30201061,0.34
30200755,0.21
30200760,0.09
30203054,0
30203059,0
30202142,0
30203454,0
30203956,33.996
30203957,3.582
30203958,0
30203959,0
30203964,0
30203971,0
30204393,1.18
30204882,0
30204775,0
30205690,0
30205716,0.386
30206042,0
30206853,0.001
30207162,0
30206907,0.01
30208018,0
30208480,0.19
30208145,0.01
30209579,2.63
30209777,0
30210172,0.24
30210525,0.13
30210561,9.887
30210855,4.3
30211789,0.64
30211683,14.376
30212079,4
30212885,2.01
30213210,0.88
30212959,14.842
30214084,15.622
30214459,0.62
30214174,1.98
30215335,15.396
30216296,1.3
30215533,1.24
30216728,0.75
30216980,1.12
30216640,15.164
30217771,14.857
30218054,0.87
30218785,0.66
30219304,15.558
30222266,0.63
30226842,15.046
30228284,0.58
30230057,0.57
30230059,0.54
30230342,0.6
30232451,0.55
30230383,13.894
30230809,0.6
30232485,14.964
30232889,0.57
30233997,14.778
30234577,0.55
30234381,0.56
30235958,0.58
30235722,14.406
30236734,0.52
30236909,19.613
30237250,1
30238072,0.76
30238086,0.76
30238165,43.24
30238443,0.53
30239387,41.863
30239630,0.05
30239863,0
30240915,0
30240615,36.78
30241083,0
30242006,37.69
30242009,37.091
30242660,0
30244876,0.01
30244884,0.05
30244885,0.03
30243754,37.955
30244224,0.25
30245459,32.461
30245714,0.11
30245998,0.07
30246571,44.851
30247671,0.01
30246951,0
30248148,52.641
30248515,0
30248654,0
30249786,0
30250202,65.405
30250477,0.01
30250621,63.099
30251727,0.24
30251738,0.85
30250875,0
30252300,0.53
30251882,56.616
30253326,1.72
30252986,43.777
30253402,0.84
30254809,1.54
30254387,37.924
30254845,1.23
30255699,42.349
30256035,1.27
30255860,0.85
30257058,0.86
30258370,0.56
30259121,0.56
30257458,45.172
30258057,45.873
30259536,44.106
30257819,0.67
30242671,0
30262098,0.67
30266418,47.367
30268603,0.63
30270133,0.54
30270137,0.53
30270623,31.377
30270984,0.61
30272195,0.52
30273570,0.53
30272754,0.59
30272494,47.759
30273998,44.474
30274023,0.52
30274277,0.54
30275181,39.782
30275665,0.59
30276441,0.57
30276669,37.234
30276996,1.4
30277796,0.7
30278250,0.68
30278488,1.05
30278020,46.339
30291036,40.361
30291401,0.18
30303799,37.389
30304179,0.37
30304976,49.879
30305614,0.06
30306409,0.09
30306413,0.03
30306414,0
30306415,0.04
30306781,0.07
30307136,36.785
30307864,0
30308028,29.092
30309088,0
30308650,25.865
30309681,0
30309794,16.255
30309724,0
30309726,0.01
30311432,0.01
30311374,0.3
30311773,40.325
30312237,41.306
30312500,0.02
30312583,1.39
30313438,45.248
30313704,0.06
30313926,2.62
30314862,0.79
30314788,44.848
30315184,1.43
30315854,1.82
30316181,2.19
30315878,41.061
30317069,45.553
30318124,1.83
30317356,1.77
30318747,1.49
30318283,39.002
30318724,0.8
30319550,42.739
30319962,1.05
30320643,0.65
30320867,45.789
30321200,0.92
30322056,0.53
30322060,0.53
30322524,47.098
30310344,0
30325331,0.86
30332129,0.61
30329851,43.092
30333476,0.52
30335291,0.53
30333852,40.199
30334088,0.58
30335531,45.362
30335808,0.57
30336685,0.55
30336899,44.669
30337113,0.59
30337922,0.54
30338273,40.162
30338466,0.52
30339233,0.54
30339753,0.73
30340724,0.66
30340737,0.78
30339517,38.35
30340820,53.859
30341075,1.38
30342059,0.03
30341994,55.363
30344648,0.04
30343460,0.01
30342411,0.11
30344306,37.896
30342997,35.895
30344327,0
30345496,39.398
30346039,0.07
30347334,0
30347163,0
30346651,25.461
30347895,14.836
30348345,0
30349210,32.727
30349443,0
30349444,0
30349445,0
30349738,0.01
30350915,0
30350524,62.415
30351769,73.329
30352284,0.02
30350964,0
30353444,0
30353257,0.02
30353270,0.02
30353078,59.421
30354584,0.68
30354492,1.08
30354213,57.685
30355423,48.789
30355933,1.83
30355824,1.69
30356639,48.214
30357072,2
30357049,2.34
30357878,47.631
30358079,1.19
30358232,2.95
30359426,0.83
30359335,51.889
30359669,2.33
30360422,54.655
30360612,1.34
30361354,0.67
30362179,52.198
30343446,0
30365979,1.07
30369828,49.509
30371455,0.69
30372739,0.55
30372779,0.54
30372781,0.56
30372564,45.764
30372986,0.58
30374893,42.15
30375177,0.75
30376095,0.55
30376556,0.66
30376341,40.288
30377392,0.55
30377859,38.388
30378120,0.6
30378976,0.53
30379080,38.224
30379305,0.82
30380136,0.73
30380439,56.891
30380660,0.72
30381637,1.04
30381641,0.3
30381577,51.145
30381911,1.65
30383906,0.01
30382853,37.969
30383323,0.06
30384592,0.05
30384135,34.97
30385436,30.51
30385824,0.03
30385828,0.03
30386207,0.02
30386437,0
30386920,0.01
30386609,29.63
30387572,21.67
30388005,0
30388261,0.01
30389101,0
30389704,0.23
30389924,31.957
30389938,57.906
30390420,0.01
30391475,0
30391477,0
30390820,55.418
30391528,0
30392593,0.03
30392564,61.663
30393908,0.7
30393923,57.031
30395063,48.887
30395250,0.02
30395255,1.35
30395256,2.69
30396132,48.222
30396445,2.31
30396163,2.48
30396165,2.14
30399747,0.96
30398977,1.75
30398719,54.687
30397671,1.46
30397365,48.982
30397741,2.23
30400309,1.27
30399919,56.414
30400279,0.9
30401475,57.202
30403579,0.61
30412154,0.57
30412156,0.56
30407729,53.475
30409215,0.62
30412729,0.54
30412432,52.594
30413714,0.53
30414482,45.38
30414703,0.57
30415521,0.53
30415556,0.57
30415967,0.57
30415672,44.311
30417240,46.379
30417526,0.56
30418302,0.91
30418454,48.113
30418695,0.59
30419432,1.17
30419941,0.88
30420303,0.75
30419883,53.196
30420936,43.785
30421352,0.31
30421351,0.05
30422191,34.092
30422690,0
30422535,0.01
30425974,30.106
30423413,28.702
30424701,31.345
30425228,0.03
30424091,0
30426534,0
30429643,30.716
30427721,0
30427724,0
30427726,0
30427122,25.458
30427651,0.01
30428375,13.404
30428912,0.72
30428266,0
30430073,1.22
30431205,3.64
30432037,0.05
30432038,0.46
30430759,58.452
30432188,62.531
30432439,0.18
30433461,0.5
30433464,0.83
30433853,1.28
30434166,55.708
30434575,50.594
30434936,1.1
30435021,2.4
30436009,48.653
30436121,1.85
30436388,1.39
30437145,50.656
30438206,1.85
30437923,1.31
30438556,0.64
30438570,47.916
30439592,0.56
30438857,1.13
30439803,54.288
30440215,1.02
30441160,55.923
30423920,0
30443885,0.96
30451752,0.54
30451753,0.54
30449994,1.04
30447947,52.754
30453835,0.56
30452145,43.866
30452509,1.66
30454260,0.54
30453961,37.837
30454526,1.22
30456645,0.54
30455421,47.735
30455732,0.57
30456948,46.124
30456796,0.54
30457294,0.59
30458145,52.309
30459142,0.52
30458329,0.53
30459719,0.25
30459512,54.425
30461160,0.43
30461177,0.06
30460640,39.044
30460985,0.07
30461997,0.01
30462076,33.855
30462361,0.22
30463402,0
30463440,43.617
30463759,0.09
30464734,33.792
30465142,0.01
30465961,40.465
30466494,0.37
30467243,22.141
30467830,0
30467831,0.01
30467832,0
30467741,0
30468699,0
30468526,17.752
30468876,0.01
30469762,40.209
30470232,0.26
30470015,0
30471268,0.49
30471038,42.812
30472741,0.21
30472341,46.257
30473399,38.365
30473820,0.68
30473780,0.01
30473786,0.17
30473791,0.83
30474852,1.05
30474667,35.201
30475572,1.99
30475719,30.054
30476094,0.97
30476822,1.93
30477309,0.68
30477062,31.453
30477616,1.39
30478374,33.586
30478461,0.92
30478830,0.63
30479592,38.264
30479825,0.71
30480559,0.72
30480810,37.151
30482717,1.11
30489749,36.764
30490528,0.91
30492954,0.56
30491454,0.71
30491456,0.57
30491978,31.703
30492721,0.87
30494321,0.62
30495198,0.52
30494132,36.757
30495475,42.737
30495677,0.55
30496443,0.53
30496703,37.244
30496934,0.55
30497733,0.52
30497996,25.864
30498240,0.57
30499242,31.492
30499468,0.32
30500214,0.51
30500224,0.38
30500460,30.016
30501441,0.03
30500658,0.06
30501977,0.03
30501758,27.526
30503460,0
30504656,0.17
30504678,0
30504680,0
30504568,0.01
30504160,11.532
30504168,1.164
30505626,0
30505532,0
30505987,0.1
30506621,0
30506787,0
30507162,1.43
30507773,0
30508240,0.01
30508070,0
30509439,0
30509041,0
30510149,0
30510254,0
30510617,0.02
30510570,0.25
30512776,0.4
30512782,0.65
30511797,0.18
30512054,1.419
30513134,0.91
30512715,9.942
30514379,1.01
30514003,10.73
30515503,1.96
30515509,2
30515143,11.824
30516317,11.627
30516771,1.98
30516772,1.02
30517271,1.28
30517902,0.84
30518176,1.97
30518597,10.699
30518923,11.212
30519107,0.82
30519848,0.75
30524473,0.66
30520815,11.43
30526690,11.361
30529786,0.56
30531706,0.56
30531716,0.53
30531726,0.57
30531428,0.58
30531068,10.375
30533586,11.143
30533914,0.58
30534979,0.53
30534982,0.56
30535296,0.6
30534947,11.095
30536428,10.08
30536667,0.53
30537504,0.53
30537901,17.771
30539012,0.64
30538266,0.56
30538021,0.8
30539064,45
30539386,0.22
30540069,43.007
30540408,0.02
30541418,0.02
30541572,38.96
30541957,0.21
30542799,34.365
30543236,1.9
30544310,33.569
30544602,0.01
30544625,0.08
30544634,0.1
30545125,2.23
30545528,33.407
30545936,0
30545938,0
30546942,27.401
30547355,0.13
30547320,0.05
30548143,24.696
30548651,1.53
30549375,48.359
30549930,7.15
30549943,0.04
30549948,0.01
30550757,0.6
30550990,60.327
30551432,3.06
30552456,0.65
30552074,55.673
30552492,0.51
30553432,58.762
30553767,0.71
30553904,0.47
30554924,1.04
30555793,1.79
30555798,1.92
30554746,46.571
30555902,49.088
30557383,0.97
30556198,1.12
30557375,47.193
30557741,1.22
30558514,0.63
30558659,48.587
30558920,1.01
30559777,51.981
30560004,0.72
30560758,0.62
30561399,49.189
